created_at,count
2024-02-29 03:16:37 -0600,17.5
2024-02-29 03:23:23 -0600,18.5
2024-02-29 03:34:58 -0600,18
2024-02-29 03:42:58 -0600,19.5
2024-02-29 03:51:17 -0600,18
2024-02-29 04:02:33 -0600,17
2024-02-29 04:12:43 -0600,15
2024-02-29 04:21:47 -0600,18.5
2024-02-29 04:34:31 -0600,19.5
2024-02-29 04:43:58 -0600,19
2024-02-29 04:50:56 -0600,19
2024-02-29 05:03:31 -0600,19
2024-02-29 05:15:57 -0600,16
2024-02-29 05:22:58 -0600,17
2024-02-29 05:32:18 -0600,16
2024-02-29 05:41:52 -0600,14
2024-02-29 05:57:38 -0600,14.5
2024-02-29 06:05:54 -0600,18.5
2024-02-29 06:14:23 -0600,18.5
2024-02-29 06:21:02 -0600,17
2024-02-29 06:34:58 -0600,17.5
2024-02-29 06:42:18 -0600,16
2024-02-29 06:55:52 -0600,15.5
2024-02-29 07:05:51 -0600,16
2024-02-29 07:11:30 -0600,21
2024-02-29 07:21:08 -0600,18
2024-02-29 07:34:43 -0600,15
2024-02-29 07:45:01 -0600,16.5
2024-02-29 07:54:47 -0600,17
2024-02-29 08:04:28 -0600,18
2024-02-29 08:14:53 -0600,16.5
2024-02-29 08:24:42 -0600,18
2024-03-01 02:59:04 -0600,22.5
2024-03-01 03:24:58 -0600,19
2024-03-01 03:30:58 -0600,18.5
2024-03-01 03:39:04 -0600,17.5
2024-03-01 03:49:47 -0600,17
2024-03-01 04:00:01 -0600,17
2024-03-01 04:14:58 -0600,17.5
2024-03-01 04:21:05 -0600,17.5
2024-03-01 04:33:02 -0600,15.5
2024-03-01 04:42:37 -0600,16
2024-03-01 04:50:02 -0600,20
2024-03-01 05:03:32 -0600,19.5
2024-03-01 05:12:12 -0600,20.5
2024-03-01 05:20:48 -0600,18.5
2024-03-01 05:30:00 -0600,19
2024-03-01 05:40:58 -0600,21
2024-03-01 05:49:18 -0600,19
2024-03-01 05:59:38 -0600,17.5
2024-03-01 06:10:24 -0600,16.5
2024-03-01 06:19:48 -0600,16.5
2024-03-01 06:29:19 -0600,18.5
2024-03-01 06:40:21 -0600,19
2024-03-01 06:50:00 -0600,18
2024-03-01 07:00:00 -0600,16.5
2024-03-01 07:10:58 -0600,17.5
2024-03-01 07:22:18 -0600,17
2024-03-01 07:29:31 -0600,17.5
2024-03-01 07:39:26 -0600,17.5
2024-03-01 07:49:44 -0600,17
2024-03-01 08:03:45 -0600,17
2024-03-01 08:10:38 -0600,18.5
2024-03-01 08:19:32 -0600,17
2024-03-05 00:50:43 -0600,16.5
2024-03-05 02:16:26 -0600,16.5
2024-03-05 02:28:42 -0600,16
2024-03-05 02:41:51 -0600,15
2024-03-05 02:48:05 -0600,15.5
2024-03-05 02:58:21 -0600,14
2024-03-05 03:06:27 -0600,14.5
2024-03-05 03:19:58 -0600,16.5
2024-03-05 03:29:41 -0600,15
2024-03-05 03:42:58 -0600,15
2024-03-05 03:49:59 -0600,13.5
2024-03-05 03:56:58 -0600,13.5
2024-03-05 04:11:58 -0600,15
2024-03-05 04:19:58 -0600,14.5
2024-03-05 04:26:54 -0600,15
2024-03-05 04:40:32 -0600,17.5
2024-03-05 04:49:58 -0600,17.5
2024-03-05 05:00:58 -0600,17
2024-03-05 05:07:58 -0600,18
2024-03-05 05:17:02 -0600,18
2024-03-05 05:26:45 -0600,17.5
2024-03-05 05:42:58 -0600,13
2024-03-05 05:49:59 -0600,13.5
2024-03-05 05:58:15 -0600,14.5
2024-03-05 06:11:58 -0600,13.5
2024-03-05 06:18:58 -0600,15
2024-03-05 06:26:45 -0600,14.5
2024-03-05 06:36:27 -0600,15
2024-03-05 06:46:27 -0600,18.5
2024-03-05 06:56:46 -0600,17
2024-03-05 07:06:30 -0600,11.5
2024-03-05 07:19:59 -0600,14.5
2024-03-05 07:26:47 -0600,12.5
2024-03-05 07:40:17 -0600,12
2024-03-05 07:50:00 -0600,13
2024-03-05 07:56:48 -0600,14.5
2024-03-05 08:06:34 -0600,14.5
2024-03-05 08:19:58 -0600,12.5
2024-03-05 08:27:00 -0600,13
2024-03-05 08:36:48 -0600,15
2024-03-05 08:47:39 -0600,11.5
2024-03-05 08:56:47 -0600,14.5
2024-03-05 09:08:58 -0600,13
2024-03-05 09:19:11 -0600,14.5
2024-03-05 09:27:22 -0600,12.5
2024-03-05 09:39:29 -0600,17
2024-03-05 09:50:01 -0600,13.5
2024-03-05 09:56:38 -0600,14.5
2024-03-05 10:07:56 -0600,15.5
2024-03-05 10:16:33 -0600,15
2024-03-05 22:21:17 -0600,25
2024-03-06 02:25:33 -0600,16.5
2024-03-06 02:31:58 -0600,18
2024-03-06 02:42:54 -0600,19.5
2024-03-06 02:52:27 -0600,20
2024-03-06 03:03:58 -0600,17.5
2024-03-06 03:10:58 -0600,16.5
2024-03-06 03:23:40 -0600,17
2024-03-06 03:31:19 -0600,17.5
2024-03-06 03:41:09 -0600,15.5
2024-03-06 03:55:29 -0600,16.5
2024-03-06 04:01:57 -0600,17
2024-03-06 04:12:22 -0600,18.5
2024-03-06 04:21:01 -0600,15.5
2024-03-06 04:30:59 -0600,16
2024-03-06 04:45:17 -0600,16.5
2024-03-06 04:51:32 -0600,16.5
2024-03-06 05:02:57 -0600,19.5
2024-03-06 05:13:05 -0600,20.5
2024-03-06 05:26:07 -0600,15.5
2024-03-06 05:31:32 -0600,19
2024-03-06 05:45:58 -0600,17.5
2024-03-06 05:51:19 -0600,15
2024-03-06 06:03:51 -0600,17.5
2024-03-06 06:11:59 -0600,16.5
2024-03-06 06:26:58 -0600,20
2024-03-06 06:33:58 -0600,20
2024-03-06 06:43:08 -0600,18.5
2024-03-06 06:52:26 -0600,17.5
2024-03-06 07:01:08 -0600,15.5
2024-03-06 07:11:10 -0600,16.5
2024-03-06 07:23:53 -0600,18
2024-03-06 07:31:08 -0600,19.5
2024-03-06 07:42:22 -0600,19
2024-03-06 07:52:40 -0600,17.5
2024-03-06 08:01:31 -0600,19
2024-03-06 08:12:06 -0600,17
2024-03-06 08:22:14 -0600,19
2024-03-06 08:34:47 -0600,14.5
2024-03-06 08:41:51 -0600,15
2024-03-06 08:51:36 -0600,13
2024-03-06 09:05:13 -0600,17
2024-03-06 09:15:08 -0600,17
2024-03-06 09:22:58 -0600,18
2024-03-06 09:31:12 -0600,15
2024-03-08 00:49:56 -0600,28.5
2024-03-08 00:59:57 -0600,23
2024-03-08 01:09:57 -0600,22
2024-03-08 01:20:34 -0600,20.5
2024-03-08 01:40:04 -0600,24
2024-03-08 01:50:01 -0600,21
2024-03-08 02:20:01 -0600,17
2024-03-08 02:35:59 -0600,14.5
2024-03-08 02:42:58 -0600,14
2024-03-08 02:52:58 -0600,15.5
2024-03-08 03:04:58 -0600,16
2024-03-08 03:11:59 -0600,15
2024-03-08 03:20:36 -0600,15
2024-03-08 03:31:10 -0600,16
2024-03-08 03:44:20 -0600,15
2024-03-08 03:55:33 -0600,16.5
2024-03-08 04:05:58 -0600,18.5
2024-03-08 04:10:48 -0600,17.5
2024-03-08 04:23:58 -0600,17.5
2024-03-08 04:31:58 -0600,18.5
2024-03-08 04:40:58 -0600,16
2024-03-08 04:57:03 -0600,16.5
2024-03-08 05:00:41 -0600,18
2024-03-08 05:10:33 -0600,14.5
2024-03-08 05:22:02 -0600,14
2024-03-08 05:36:54 -0600,15.5
2024-03-08 05:41:04 -0600,17.5
2024-03-08 05:50:51 -0600,19
2024-03-08 06:04:10 -0600,16.5
2024-03-08 06:11:15 -0600,15.5
2024-03-08 06:24:58 -0600,16.5
2024-03-08 06:31:08 -0600,17.5
2024-03-08 06:44:58 -0600,18.5
2024-03-08 06:55:29 -0600,20
2024-03-08 07:02:36 -0600,19
2024-03-08 07:15:58 -0600,13.5
2024-03-08 07:24:34 -0600,14.5
2024-03-08 07:30:43 -0600,16.5
2024-03-09 00:31:01 -0600,24
2024-03-09 00:41:12 -0600,23.5
2024-03-09 02:10:51 -0600,21
2024-03-09 02:21:02 -0600,18.5
2024-03-09 02:32:55 -0600,21
2024-03-09 02:41:07 -0600,16.5
2024-03-09 02:54:55 -0600,17.5
2024-03-09 03:02:44 -0600,17
2024-03-09 03:12:40 -0600,18
2024-03-09 03:21:43 -0600,15.5
2024-03-09 03:33:58 -0600,17
2024-03-09 03:40:59 -0600,17.5
2024-03-09 03:54:57 -0600,18
2024-03-09 04:04:03 -0600,18.5
2024-03-09 04:16:58 -0600,17
2024-03-09 04:21:52 -0600,18
2024-03-09 04:34:33 -0600,15.5
2024-03-09 04:45:58 -0600,15.5
2024-03-09 04:54:40 -0600,15
2024-03-09 05:05:03 -0600,15
2024-03-09 05:16:59 -0600,16.5
2024-03-09 05:26:06 -0600,15.5
2024-03-09 05:35:34 -0600,15.5
2024-03-09 05:41:19 -0600,16.5
2024-03-09 05:50:59 -0600,14.5
2024-03-09 06:01:19 -0600,14.5
2024-03-09 06:12:27 -0600,17.5
2024-03-09 06:21:18 -0600,17.5
2024-03-09 06:32:59 -0600,18
2024-03-09 06:42:59 -0600,18.5
2024-03-09 06:51:48 -0600,17
2024-03-09 07:06:58 -0600,16.5
2024-03-09 07:12:51 -0600,16.5
2024-03-09 07:22:19 -0600,16.5
2024-03-09 07:33:54 -0600,17.5
2024-03-09 07:46:58 -0600,20
2024-03-09 07:51:58 -0600,15
2024-03-09 08:02:13 -0600,17
2024-03-09 08:14:00 -0600,17.5
2024-03-09 08:23:19 -0600,17
2024-03-09 08:31:28 -0600,18
2024-03-09 08:44:05 -0600,15.5
2024-03-09 23:22:18 -0600,17
2024-03-10 01:20:45 -0600,24.5
2024-03-10 03:21:08 -0600,20.5
2024-03-10 03:33:39 -0600,19.5
2024-03-10 03:44:36 -0600,19
2024-03-10 03:50:59 -0600,19.5
2024-03-10 04:04:37 -0600,17.5
2024-03-10 04:12:59 -0600,17.5
2024-03-10 04:20:59 -0600,18
2024-03-10 04:36:32 -0600,18
2024-03-10 04:42:59 -0600,18.5
2024-03-10 04:51:14 -0600,18
2024-03-10 05:06:59 -0600,15.5
2024-03-10 05:14:39 -0600,17
2024-03-10 05:20:59 -0600,19.5
2024-03-10 05:31:04 -0600,20.5
2024-03-10 05:42:13 -0600,20
2024-03-10 05:54:41 -0600,20
2024-03-10 06:05:26 -0600,20
2024-03-10 06:11:30 -0600,20
2024-03-10 06:22:59 -0600,20
2024-03-10 06:34:34 -0600,18.5
2024-03-10 06:41:07 -0600,19.5
2024-03-10 06:51:05 -0600,17.5
2024-03-10 07:01:01 -0600,18.5
2024-03-10 07:11:12 -0600,18.5
2024-03-10 07:21:03 -0600,19.5
2024-03-10 07:33:50 -0600,20
2024-03-10 07:41:15 -0600,16
2024-03-10 07:52:02 -0600,17.5
2024-03-11 02:14:01 -0600,26
2024-03-11 02:20:58 -0600,21
2024-03-11 02:32:26 -0600,20.5
2024-03-11 02:41:53 -0600,17.5
2024-03-11 02:52:25 -0600,17
2024-03-11 03:05:58 -0600,17.5
2024-03-11 03:11:59 -0600,19.5
2024-03-11 03:21:59 -0600,19.5
2024-03-11 03:39:33 -0600,21.5
2024-03-11 03:41:24 -0600,20.5
2024-03-11 03:54:20 -0600,17
2024-03-11 04:05:59 -0600,19
2024-03-11 04:11:31 -0600,15
2024-03-11 04:24:42 -0600,17
2024-03-11 04:32:10 -0600,18.5
2024-03-11 04:44:45 -0600,18
2024-03-11 04:51:35 -0600,20
2024-03-11 05:01:59 -0600,18
2024-03-11 05:15:17 -0600,20
2024-03-11 05:21:59 -0600,20
2024-03-11 05:34:59 -0600,20.5
2024-03-11 05:43:14 -0600,20.5
2024-03-11 05:57:01 -0600,16.5
2024-03-11 06:01:03 -0600,17
2024-03-11 06:15:19 -0600,18
2024-03-11 06:21:59 -0600,18
2024-03-11 06:31:33 -0600,20
2024-03-11 06:43:05 -0600,18.5
2024-03-11 06:54:48 -0600,18.5
2024-03-11 07:02:21 -0600,19
2024-03-11 07:13:33 -0600,18.5
2024-03-11 07:23:42 -0600,18
2024-03-11 07:31:20 -0600,15.5
2024-03-11 07:44:01 -0600,18
2024-03-11 07:51:56 -0600,21
2024-03-11 08:05:32 -0600,15.5
2024-03-11 08:14:03 -0600,18
2024-03-11 08:23:47 -0600,17
2024-03-11 08:31:12 -0600,18
2024-03-11 08:41:44 -0600,17
2024-03-11 08:51:13 -0600,18.5
2024-03-11 09:01:30 -0600,18
2024-03-11 09:14:15 -0600,19.5
2024-03-11 09:22:10 -0600,18.5
2024-03-11 09:31:32 -0600,17.5
2024-03-12 00:41:32 -0600,17
2024-03-12 01:15:54 -0600,19.5
2024-03-12 01:23:04 -0600,16.5
2024-03-12 01:35:38 -0600,17
2024-03-12 01:46:59 -0600,18.5
2024-03-12 01:55:23 -0600,19.5
2024-03-12 02:05:58 -0600,19.5
2024-03-12 02:16:59 -0600,18.5
2024-03-12 02:24:15 -0600,19
2024-03-12 02:31:59 -0600,17.5
2024-03-12 02:44:04 -0600,17.5
2024-03-12 02:55:18 -0600,19
2024-03-12 03:05:59 -0600,20.5
2024-03-12 03:16:58 -0600,20.5
2024-03-12 03:23:58 -0600,20.5
2024-03-12 03:33:34 -0600,21
2024-03-12 03:41:00 -0600,19.5
2024-03-12 03:52:26 -0600,18
2024-03-12 04:06:58 -0600,18
2024-03-12 04:16:34 -0600,17.5
2024-03-12 04:22:59 -0600,20.5
2024-03-12 04:36:11 -0600,17
2024-03-12 04:42:13 -0600,19
2024-03-12 04:55:48 -0600,20
2024-03-12 05:05:58 -0600,20.5
2024-03-12 05:11:05 -0600,20
2024-03-12 05:24:58 -0600,20.5
2024-03-12 05:31:32 -0600,20
2024-03-12 05:43:27 -0600,18
2024-03-12 05:52:02 -0600,18.5
2024-03-12 06:02:33 -0600,17.5
2024-03-12 06:16:36 -0600,17.5
2024-03-12 06:21:56 -0600,19.5
2024-03-12 06:33:04 -0600,20
2024-03-12 06:45:02 -0600,17
2024-03-12 06:54:48 -0600,19
2024-03-12 07:03:08 -0600,19
2024-03-12 07:11:15 -0600,19
2024-03-12 07:23:04 -0600,18
2024-03-12 07:32:11 -0600,15.5
2024-03-13 00:23:27 -0600,21.5
2024-03-13 00:53:28 -0600,20.5
2024-03-13 01:03:27 -0600,19
2024-03-13 01:15:59 -0600,17.5
2024-03-13 01:28:58 -0600,17.5
2024-03-13 01:33:16 -0600,17
2024-03-13 01:46:29 -0600,17
2024-03-13 01:57:02 -0600,17.5
2024-03-13 02:05:52 -0600,19
2024-03-13 02:16:39 -0600,18
2024-03-13 02:29:59 -0600,15
2024-03-13 02:37:29 -0600,17
2024-03-13 02:43:27 -0600,18.5
2024-03-13 02:53:34 -0600,19.5
2024-03-13 03:08:59 -0600,17.5
2024-03-13 03:13:32 -0600,18.5
2024-03-13 03:23:59 -0600,19
2024-03-13 03:37:29 -0600,18.5
2024-03-13 03:43:59 -0600,17.5
2024-03-13 03:53:58 -0600,19
2024-03-13 04:08:58 -0600,15
2024-03-13 04:13:16 -0600,16.5
2024-03-13 04:25:00 -0600,17
2024-03-13 04:35:55 -0600,21.5
2024-03-13 04:48:58 -0600,14.5
2024-03-13 04:54:19 -0600,18
2024-03-13 05:05:59 -0600,19
2024-03-13 05:13:20 -0600,18.5
2024-03-13 05:26:50 -0600,17.5
2024-03-13 05:35:40 -0600,16.5
2024-03-13 05:46:55 -0600,18.5
2024-03-13 05:56:57 -0600,17
2024-03-13 06:04:03 -0600,18
2024-03-13 06:18:59 -0600,18.5
2024-03-13 06:25:37 -0600,18
2024-03-13 06:35:02 -0600,15.5
2024-03-13 06:45:16 -0600,15.5
2024-03-13 06:54:08 -0600,17
2024-03-13 07:05:16 -0600,18
2024-03-13 07:17:52 -0600,18
2024-03-13 07:23:27 -0600,16
2024-03-13 07:35:03 -0600,15.5
2024-03-13 07:48:51 -0600,18
2024-03-13 07:57:19 -0600,15.5
2024-03-13 08:05:05 -0600,16
2024-03-13 08:16:59 -0600,15.5
2024-03-13 08:25:50 -0600,18.5
2024-03-13 08:33:36 -0600,18
2024-03-13 08:43:35 -0600,18
2024-03-13 08:53:35 -0600,15
2024-03-13 09:05:46 -0600,17.5
2024-03-13 09:13:57 -0600,16.5
2024-03-13 21:51:12 -0600,22
2024-03-13 22:11:53 -0600,22
2024-03-13 22:30:39 -0600,23
2024-03-14 01:04:24 -0600,18.5
2024-03-14 01:11:13 -0600,19
2024-03-14 01:22:47 -0600,18.5
2024-03-14 01:31:28 -0600,18.5
2024-03-14 01:40:59 -0600,17
2024-03-14 01:51:03 -0600,16.5
2024-03-14 02:05:59 -0600,17
2024-03-14 02:12:20 -0600,17.5
2024-03-14 02:21:47 -0600,17
2024-03-14 02:31:59 -0600,17.5
2024-03-14 02:42:59 -0600,18
2024-03-14 02:52:14 -0600,19.5
2024-03-14 03:03:54 -0600,20
2024-03-14 03:13:59 -0600,20
2024-03-14 03:22:40 -0600,19.5
2024-03-14 03:35:58 -0600,19.5
2024-03-14 03:43:59 -0600,20.5
2024-03-14 03:53:11 -0600,20
2024-03-14 04:02:50 -0600,18
2024-03-14 04:11:17 -0600,19
2024-03-14 04:21:11 -0600,19.5
2024-03-14 04:31:07 -0600,15
2024-03-14 04:42:27 -0600,18
2024-03-14 04:53:56 -0600,17.5
2024-03-14 05:01:11 -0600,17.5
2024-03-14 05:11:14 -0600,18
2024-03-14 05:21:06 -0600,17
2024-03-14 05:31:01 -0600,17.5
2024-03-14 05:41:02 -0600,15.5
2024-03-14 05:51:07 -0600,17
2024-03-14 06:02:12 -0600,19.5
2024-03-14 06:21:08 -0600,21.5
2024-03-14 06:31:35 -0600,16.5
2024-03-14 06:44:54 -0600,16.5
2024-03-14 06:54:43 -0600,16.5
2024-03-14 07:01:08 -0600,16.5
2024-03-14 07:14:34 -0600,16
2024-03-14 07:21:44 -0600,19.5
2024-03-14 07:33:12 -0600,17.5
2024-03-14 07:41:08 -0600,16.5
2024-03-14 07:55:29 -0600,17.5
2024-03-14 08:01:48 -0600,20
2024-03-14 08:17:59 -0600,18.5
2024-03-14 08:24:19 -0600,19.5
2024-03-14 08:32:34 -0600,16
2024-03-14 08:41:17 -0600,21.5
2024-03-14 08:51:16 -0600,17.5
2024-03-14 09:03:12 -0600,17.5
2024-03-14 09:11:16 -0600,15
2024-03-14 21:40:50 -0600,20
2024-03-15 01:42:39 -0600,25.5
2024-03-15 01:51:54 -0600,18
2024-03-15 02:03:59 -0600,18.5
2024-03-15 02:10:59 -0600,18.5
2024-03-15 02:24:17 -0600,18
2024-03-15 02:35:59 -0600,17.5
2024-03-15 02:42:07 -0600,18.5
2024-03-15 02:51:05 -0600,18
2024-03-15 03:05:59 -0600,21.5
2024-03-15 03:12:09 -0600,17.5
2024-03-15 03:21:40 -0600,17
2024-03-15 03:30:59 -0600,17.5
2024-03-15 03:41:16 -0600,18.5
2024-03-15 03:56:03 -0600,18
2024-03-15 04:00:58 -0600,16.5
2024-03-15 04:10:58 -0600,20.5
2024-03-15 04:25:08 -0600,16.5
2024-03-15 04:32:14 -0600,16.5
2024-03-15 04:45:59 -0600,18.5
2024-03-15 04:56:04 -0600,18
2024-03-15 05:05:44 -0600,17.5
2024-03-15 05:11:59 -0600,20.5
2024-03-15 05:22:56 -0600,17.5
2024-03-15 05:35:59 -0600,19.5
2024-03-15 05:46:59 -0600,19
2024-03-15 05:55:25 -0600,18.5
2024-03-15 06:06:58 -0600,17.5
2024-03-15 06:11:44 -0600,18
2024-03-15 06:24:53 -0600,17
2024-03-15 06:31:07 -0600,16
2024-03-15 06:41:37 -0600,16.5
2024-03-15 06:54:49 -0600,17
2024-03-15 07:02:40 -0600,18
2024-03-15 07:11:49 -0600,18
2024-03-15 07:21:50 -0600,18
2024-03-15 07:34:42 -0600,15
2024-03-15 07:42:59 -0600,15.5
2024-03-15 07:57:03 -0600,18
2024-03-15 08:01:45 -0600,18
2024-03-15 08:11:50 -0600,16
2024-03-15 08:21:41 -0600,15.5
2024-03-15 08:41:51 -0600,17.5
2024-03-15 08:52:42 -0600,19.5
2024-03-16 01:00:25 -0600,24.5
2024-03-16 01:08:41 -0600,20.5
2024-03-16 01:38:43 -0600,24.5
2024-03-16 02:00:17 -0600,22
2024-03-16 02:11:59 -0600,17
2024-03-16 02:18:59 -0600,18
2024-03-16 02:31:27 -0600,20
2024-03-16 02:42:01 -0600,20
2024-03-16 02:50:01 -0600,20.5
2024-03-16 02:59:01 -0600,20.5
2024-03-16 03:12:07 -0600,22
2024-03-16 03:18:59 -0600,21
2024-03-16 03:29:44 -0600,21
2024-03-16 03:38:59 -0600,17.5
2024-03-16 03:49:31 -0600,18
2024-03-16 03:59:02 -0600,15
2024-03-16 04:12:51 -0600,19.5
2024-03-16 04:21:59 -0600,16.5
2024-03-16 04:30:01 -0600,17
2024-03-16 04:39:19 -0600,17
2024-03-16 04:50:01 -0600,19
2024-03-16 04:59:01 -0600,18
2024-03-16 05:12:59 -0600,19
2024-03-16 05:20:55 -0600,18
2024-03-16 05:33:59 -0600,16.5
2024-03-16 05:38:57 -0600,16.5
2024-03-16 05:50:02 -0600,16.5
2024-03-16 05:58:57 -0600,17
2024-03-16 06:13:59 -0600,15.5
2024-03-16 06:22:40 -0600,18
2024-03-16 06:28:59 -0600,20.5
2024-03-16 06:39:46 -0600,19.5
2024-03-16 06:49:18 -0600,20
2024-03-16 06:59:02 -0600,16
2024-03-16 07:09:18 -0600,20
2024-03-16 07:21:29 -0600,17.5
2024-03-16 07:29:48 -0600,17
2024-03-16 07:42:42 -0600,17
2024-03-16 07:49:15 -0600,16.5
2024-03-16 08:03:00 -0600,17
2024-03-16 08:09:59 -0600,20
2024-03-16 08:21:35 -0600,20
2024-03-16 08:29:17 -0600,16.5
2024-03-16 08:40:44 -0600,18.5
2024-03-16 08:50:00 -0600,18.5
2024-03-16 09:03:21 -0600,17.5
2024-03-16 09:10:37 -0600,19.5
2024-03-16 09:19:41 -0600,17.5
2024-03-16 09:29:31 -0600,17
2024-03-16 09:39:10 -0600,16.5
2024-03-16 09:59:11 -0600,18.5
2024-03-17 00:40:44 -0600,19.5
2024-03-17 01:00:45 -0600,26.5
2024-03-17 02:46:38 -0600,17
2024-03-17 02:52:59 -0600,17.5
2024-03-17 03:05:59 -0600,17.5
2024-03-17 03:12:59 -0600,18
2024-03-17 03:21:12 -0600,17.5
2024-03-17 03:34:32 -0600,17
2024-03-17 03:44:59 -0600,20.5
2024-03-17 03:53:17 -0600,20
2024-03-17 04:05:59 -0600,20
2024-03-17 04:12:01 -0600,21.5
2024-03-17 04:23:47 -0600,18.5
2024-03-17 04:32:40 -0600,19
2024-03-17 04:41:20 -0600,18.5
2024-03-17 04:54:13 -0600,17
2024-03-17 05:05:59 -0600,18.5
2024-03-17 05:15:45 -0600,17.5
2024-03-17 05:21:16 -0600,18.5
2024-03-17 05:35:59 -0600,19.5
2024-03-17 05:41:44 -0600,19.5
2024-03-17 05:53:40 -0600,23.5
2024-03-17 06:05:33 -0600,22.5
2024-03-17 06:11:56 -0600,19
2024-03-17 06:21:46 -0600,18
2024-03-17 06:32:05 -0600,15.5
2024-03-17 06:46:59 -0600,15.5
2024-03-17 06:52:49 -0600,20
2024-03-17 07:04:24 -0600,20
2024-03-17 07:12:55 -0600,18.5
2024-03-17 07:22:50 -0600,18
2024-03-17 07:32:51 -0600,19.5
2024-03-17 07:45:49 -0600,17
2024-03-17 07:51:09 -0600,15
2024-03-17 08:05:59 -0600,19.5
2024-03-17 08:11:28 -0600,18
2024-03-17 08:22:51 -0600,17
2024-03-17 08:33:18 -0600,16.5
2024-03-17 08:41:13 -0600,18
2024-03-17 08:51:19 -0600,18
2024-03-17 09:11:36 -0600,22.5
2024-03-17 23:25:22 -0600,26.5
2024-03-17 23:35:29 -0600,28.5
2024-03-17 23:49:11 -0600,27
2024-03-17 23:56:55 -0600,27.5
2024-03-18 00:05:30 -0600,26.5
2024-03-18 00:16:08 -0600,26
2024-03-18 00:26:36 -0600,22.5
2024-03-18 00:35:44 -0600,23.5
2024-03-18 00:45:27 -0600,23
2024-03-18 01:05:48 -0600,20.5
2024-03-18 01:16:06 -0600,20.5
2024-03-18 01:29:59 -0600,16.5
2024-03-18 01:36:59 -0600,17
2024-03-18 01:46:35 -0600,16.5
2024-03-18 01:59:02 -0600,17.5
2024-03-18 02:09:26 -0600,17
2024-03-18 02:15:59 -0600,16
2024-03-18 02:25:43 -0600,15
2024-03-18 02:36:22 -0600,16.5
2024-03-18 02:46:00 -0600,16.5
2024-03-18 02:58:07 -0600,18
2024-03-18 03:05:59 -0600,17
2024-03-18 03:16:36 -0600,17
2024-03-18 03:26:14 -0600,16
2024-03-18 03:40:15 -0600,15
2024-03-18 03:45:36 -0600,17
2024-03-18 03:55:36 -0600,17
2024-03-18 04:06:12 -0600,17
2024-03-18 04:16:13 -0600,15.5
2024-03-18 04:41:15 -0600,18
2024-03-18 04:47:59 -0600,16.5
2024-03-18 04:56:24 -0600,16.5
2024-03-18 05:05:59 -0600,15
2024-03-18 05:17:59 -0600,16
2024-03-18 05:26:44 -0600,15
2024-03-18 05:35:42 -0600,15
2024-03-18 05:48:16 -0600,15.5
2024-03-18 05:56:12 -0600,14
2024-03-18 06:06:21 -0600,14
2024-03-18 06:16:59 -0600,13.5
2024-03-18 06:26:46 -0600,15
2024-03-18 06:39:46 -0600,14.5
2024-03-18 06:46:27 -0600,13.5
2024-03-18 06:59:02 -0600,15
2024-03-18 07:06:35 -0600,15
2024-03-18 07:16:27 -0600,15
2024-03-18 07:26:26 -0600,14.5
2024-03-18 07:35:55 -0600,18.5
2024-03-18 07:46:18 -0600,14.5
2024-03-18 07:55:52 -0600,15.5
2024-03-18 08:07:43 -0600,15
2024-03-18 08:16:23 -0600,16.5
2024-03-18 08:26:22 -0600,14.5
2024-03-19 00:36:59 -0600,18.5
2024-03-19 00:49:59 -0600,19
2024-03-19 01:02:59 -0600,17
2024-03-19 01:09:30 -0600,17
2024-03-19 01:19:16 -0600,16.5
2024-03-19 01:26:45 -0600,16.5
2024-03-19 01:36:47 -0600,17
2024-03-19 01:49:56 -0600,17.5
2024-03-19 01:57:44 -0600,17.5
2024-03-19 02:10:59 -0600,16.5
2024-03-19 02:19:59 -0600,19
2024-03-19 02:27:23 -0600,16.5
2024-03-19 02:38:46 -0600,17.5
2024-03-19 02:47:36 -0600,16
2024-03-19 02:57:37 -0600,17.5
2024-03-19 03:06:58 -0600,19.5
2024-03-19 03:17:36 -0600,19
2024-03-19 03:28:40 -0600,18
2024-03-19 03:36:59 -0600,18
2024-03-19 03:47:37 -0600,16
2024-03-19 03:59:02 -0600,16.5
2024-03-19 04:07:33 -0600,18
2024-03-19 04:17:37 -0600,15.5
2024-03-19 04:27:56 -0600,15.5
2024-03-19 04:42:59 -0600,15.5
2024-03-19 04:47:38 -0600,17
2024-03-19 04:58:46 -0600,15.5
2024-03-19 05:07:34 -0600,15
2024-03-19 05:17:39 -0600,16.5
2024-03-19 05:27:32 -0600,16.5
2024-03-19 05:41:59 -0600,16.5
2024-03-19 05:47:22 -0600,16.5
2024-03-19 05:59:02 -0600,15.5
2024-03-19 06:07:03 -0600,17.5
2024-03-19 06:17:51 -0600,17.5
2024-03-19 06:28:25 -0600,16.5
2024-03-19 06:39:46 -0600,17
2024-03-19 06:47:03 -0600,17
2024-03-19 06:57:12 -0600,16
2024-03-19 07:17:18 -0600,16.5
2024-03-20 00:00:43 -0600,23.5
2024-03-20 00:21:21 -0600,23.5
2024-03-20 00:30:45 -0600,21
2024-03-20 00:41:03 -0600,22
2024-03-20 00:50:58 -0600,20.5
2024-03-20 01:03:33 -0600,18
2024-03-20 01:11:31 -0600,15
2024-03-20 01:24:33 -0600,18
2024-03-20 01:32:59 -0600,17.5
2024-03-20 01:41:58 -0600,19
